customer_id,age,time_spent,pages_viewed,basket_value,device_type,customer_type,category,num_sessions,purchase
2400,55,5.1,12,9.27,Desktop,New,Fashion,15,0
2401,43,41.81,25,25.23,Mobile,New,Fashion,3,1
2402,28,25.2,22,3.82,Mobile,Returning,Fashion,2,0
2403,52,9.63,25,45.3,Desktop,New,Electronics,7,0
2404,25,19.3,20,140.56,Desktop,Returning,Electronics,5,0
2405,63,12.18,17,2.0,Mobile,New,Fashion,13,1
2406,31,25.98,17,89.99,Mobile,Returning,Home Goods,8,1
2407,27,65.95,10,215.65,Desktop,New,Fashion,9,1
2408,19,25.27,7,21.63,Mobile,Returning,Home Goods,8,0
2409,63,29.97,29,94.64,Mobile,Returning,Fashion,10,1
2410,26,21.94,16,295.44,Mobile,Returning,Home Goods,2,1
2411,20,1.58,29,262.2,Mobile,Returning,Fashion,10,0
2412,38,7.95,13,21.42,Desktop,Returning,Home Goods,11,1
2413,43,20.32,3,8.46,Mobile,Returning,Fashion,11,0
2414,25,19.92,15,0.0,Unknown,New,Fashion,5,0
2415,65,6.02,16,96.86,Mobile,Returning,Fashion,14,1
2416,19,21.04,6,103.5,Mobile,Returning,Home Goods,3,1
2417,23,11.69,6,89.73,Desktop,Returning,Home Goods,2,0
2418,45,8.96,13,32.77,Mobile,New,Fashion,18,0
2419,46,18.71,7,14.88,Desktop,Returning,Electronics,1,0
2420,43,4.29,5,69.55,Mobile,Returning,Electronics,1,1
2421,42,78.83,24,52.88,Mobile,New,Fashion,17,1
2422,29,60.68,7,104.4,Mobile,Returning,Fashion,6,0
2423,22,36.89,2,46.58,Mobile,New,Home Goods,13,1
2424,51,3.37,17,33.08,Desktop,Returning,Electronics,1,0
2425,65,44.87,13,27.79,Mobile,Returning,Fashion,6,1
2426,54,49.5,25,19.01,Desktop,New,Fashion,8,1
2427,32,43.8,21,24.71,Mobile,Returning,Fashion,13,1
2428,61,3.63,28,7.97,Mobile,New,Electronics,2,0
2429,53,30.98,27,34.08,Mobile,New,Fashion,8,1
2430,32,53.93,21,2.98,Desktop,New,Electronics,1,1
2431,60,25.84,28,16.5,Mobile,Returning,Fashion,13,0
2432,65,31.19,16,109.88,Mobile,Returning,Fashion,1,1
2433,40,18.39,26,31.5,Mobile,New,Fashion,10,0
2434,23,22.57,20,88.27,Mobile,Returning,Home Goods,5,0
2435,63,1.05,2,100.95,Tablet,New,Fashion,13,0
2436,67,30.56,5,69.63,Desktop,Returning,Home Goods,5,0
2437,61,2.55,18,254.95,Desktop,New,Fashion,10,1
2438,60,17.13,28,1.73,Desktop,New,Electronics,3,0
2439,62,10.39,7,107.35,Desktop,New,Fashion,2,1
2440,38,23.65,11,255.12,Mobile,Returning,Electronics,2,1
2441,40,4.3,25,158.6,Desktop,Returning,Home Goods,5,1
2442,60,35.29,25,14.7,Mobile,Returning,Fashion,4,0
2443,33,47.54,11,31.66,Mobile,New,Fashion,2,0
2444,64,5.35,22,15.14,Desktop,Returning,Electronics,9,0
2445,32,3.3,17,73.57,Desktop,Returning,Fashion,9,1
2446,42,4.72,16,99.64,Desktop,New,Electronics,9,0
2447,53,62.9,13,30.51,Desktop,New,Fashion,4,0
2448,28,22.54,22,62.04,Mobile,New,Electronics,8,0
2449,68,18.89,5,93.93,Mobile,Returning,Electronics,18,1
2450,32,3.39,20,43.76,Mobile,Returning,Fashion,9,1
2451,21,31.46,16,153.94,Desktop,Returning,Electronics,3,1
2452,38,19.92,15,0.0,Unknown,New,Electronics,6,1
2453,30,52.84,22,5.35,Mobile,New,Fashion,19,1
2454,39,29.51,22,77.64,Mobile,Returning,Fashion,5,0
2455,36,2.35,16,21.46,Mobile,New,Electronics,17,1
2456,51,3.58,16,65.23,Tablet,Returning,Fashion,19,1
2457,31,1.52,14,251.52,Desktop,Returning,Home Goods,3,1
2458,21,8.93,6,169.0,Mobile,New,Electronics,8,1
2459,65,4.37,2,41.47,Tablet,Returning,Fashion,9,0
2460,69,9.04,14,27.57,Desktop,Returning,Home Goods,8,0
2461,63,14.59,16,21.37,Mobile,Returning,Fashion,14,0
2462,44,85.93,23,60.83,Tablet,Returning,Electronics,10,1
2463,46,28.28,20,9.71,Mobile,New,Fashion,17,0
2464,64,54.05,13,63.75,Mobile,Returning,Electronics,3,1
2465,45,19.92,15,0.0,Unknown,New,Electronics,3,0
2466,52,3.58,12,31.31,Desktop,Returning,Electronics,3,0
2467,25,39.95,9,19.87,Desktop,Returning,Fashion,4,0
2468,33,9.65,26,283.84,Mobile,Returning,Fashion,17,1
2469,59,19.92,15,0.0,Unknown,New,Fashion,14,1
2470,53,12.51,21,34.42,Mobile,New,Fashion,2,0
2471,47,181.89,14,7.8,Desktop,New,Fashion,12,0
2472,35,9.18,20,58.19,Desktop,New,Electronics,5,0
2473,19,9.82,25,19.21,Mobile,New,Home Goods,2,0
2474,66,80.07,4,61.5,Mobile,New,Fashion,12,0
2475,30,0.75,8,144.32,Tablet,Returning,Fashion,9,1
2476,21,35.79,8,76.53,Mobile,Returning,Home Goods,9,0
2477,43,38.77,22,80.36,Desktop,Returning,Home Goods,1,0
2478,42,54.31,22,62.3,Desktop,Returning,Electronics,7,1
2479,47,110.0,16,209.68,Desktop,New,Fashion,18,1
2480,28,111.4,27,214.95,Mobile,Returning,Electronics,10,1
2481,24,2.03,24,0.0,Mobile,Returning,Home Goods,15,1
2482,48,51.75,28,29.19,Mobile,New,Fashion,9,1
2483,61,31.18,29,49.23,Tablet,Returning,Electronics,11,0
2484,27,19.92,28,0.0,Mobile,New,Electronics,1,0
2485,56,4.12,10,80.92,Mobile,New,Fashion,11,1
2486,30,31.51,25,55.47,Tablet,New,Electronics,1,1
2487,48,121.34,21,8.72,Desktop,Returning,Electronics,5,0
2488,24,72.85,27,17.62,Mobile,Returning,Electronics,18,1
2489,66,17.35,17,52.26,Tablet,Returning,Electronics,1,0
2490,59,1.22,1,174.85,Desktop,Returning,Fashion,10,0
2491,59,13.5,18,66.85,Mobile,New,Electronics,13,1
2492,53,52.53,10,91.54,Mobile,Returning,Electronics,8,1
2493,37,36.27,26,33.12,Desktop,Returning,Home Goods,13,0
2494,21,18.45,21,67.78,Desktop,New,Fashion,2,0
2495,24,1.7,4,47.45,Mobile,Returning,Fashion,12,0
2496,18,16.7,1,86.1,Mobile,New,Home Goods,13,0
2497,61,18.99,4,4.15,Mobile,New,Electronics,8,0
2498,62,79.17,4,54.39,Desktop,Returning,Home Goods,15,1
2499,59,30.74,26,28.08,Mobile,Returning,Fashion,7,1
2500,64,11.2,4,31.58,Mobile,Returning,Fashion,7,0
2501,30,22.35,17,259.37,Desktop,Returning,Fashion,17,1
2502,39,2.05,9,16.14,Desktop,New,Home Goods,19,0
2503,38,107.88,19,29.83,Desktop,Returning,Home Goods,3,0
2504,39,13.39,13,57.05,Mobile,Returning,Electronics,7,0
2505,45,19.5,4,159.04,Mobile,Returning,Fashion,12,1
2506,26,13.17,5,43.12,Mobile,Returning,Fashion,14,0
2507,43,34.42,29,108.96,Tablet,Returning,Electronics,2,1
2508,26,32.56,13,155.24,Desktop,Returning,Electronics,7,1
2509,32,37.69,23,29.69,Mobile,Returning,Electronics,16,1
2510,27,9.37,16,39.91,Mobile,Returning,Fashion,9,0
2511,41,11.38,22,35.27,Desktop,Returning,Electronics,1,0
2512,59,4.01,5,143.11,Desktop,New,Fashion,12,0
2513,25,31.97,8,3.63,Mobile,Returning,Electronics,2,0
2514,41,1.22,16,29.5,Desktop,Returning,Electronics,18,0
2515,33,27.32,1,91.01,Desktop,Returning,Home Goods,14,1
2516,66,19.92,15,0.0,Unknown,New,Electronics,12,1
2517,43,66.45,28,45.86,Tablet,New,Fashion,18,1
2518,44,17.88,6,62.11,Desktop,New,Fashion,5,0
2519,54,18.45,11,17.61,Desktop,New,Home Goods,7,0
2520,21,2.4,16,45.07,Tablet,New,Fashion,4,1
2521,67,33.33,5,55.72,Mobile,Returning,Fashion,13,1
2522,41,51.65,16,185.16,Mobile,New,Home Goods,16,1
2523,36,8.42,7,24.18,Tablet,Returning,Electronics,16,0
2524,53,16.41,19,161.89,Desktop,Returning,Electronics,19,0
2525,56,54.76,1,82.68,Tablet,New,Fashion,4,0
2526,27,62.9,9,1.64,Mobile,New,Home Goods,1,0
2527,42,8.36,18,103.17,Desktop,Returning,Fashion,13,1
2528,35,19.92,15,0.0,Unknown,New,Fashion,9,0
2529,36,6.41,26,475.6,Desktop,New,Fashion,10,1
2530,53,3.22,15,164.86,Mobile,Returning,Fashion,6,1
2531,27,72.61,3,28.23,Mobile,Returning,Home Goods,7,1
2532,50,51.53,24,23.81,Mobile,Returning,Electronics,16,0
2533,67,42.82,28,38.43,Desktop,New,Electronics,17,0
2534,22,1.5,10,35.23,Mobile,New,Home Goods,1,0
2535,64,55.68,9,37.26,Mobile,Returning,Fashion,9,1
2536,66,17.29,13,30.65,Mobile,Returning,Fashion,14,0
2537,52,12.57,16,77.65,Mobile,Returning,Electronics,15,0
2538,61,23.72,3,14.36,Tablet,New,Electronics,4,0
2539,51,2.87,22,149.65,Mobile,New,Electronics,8,1
2540,50,42.4,23,133.88,Mobile,New,Fashion,15,1
2541,38,26.2,15,51.77,Desktop,Returning,Electronics,4,1
2542,34,6.2,17,153.24,Desktop,New,Fashion,19,0
2543,39,6.26,14,22.71,Desktop,Returning,Fashion,3,0
2544,65,6.11,7,1.42,Desktop,New,Fashion,8,0
2545,54,1.76,20,77.24,Tablet,Returning,Fashion,2,1
2546,32,26.59,16,48.99,Mobile,New,Fashion,8,0
2547,52,55.04,21,66.99,Tablet,Returning,Fashion,8,1
2548,45,0.53,8,183.68,Desktop,New,Home Goods,17,1
2549,24,1.51,4,280.33,Desktop,Returning,Home Goods,16,1
2550,49,25.51,20,80.51,Desktop,Returning,Electronics,16,1
2551,28,51.36,24,115.53,Desktop,New,Home Goods,16,1
2552,27,11.87,15,7.0,Mobile,Returning,Home Goods,7,1
2553,26,12.91,5,14.02,Mobile,Returning,Fashion,15,0
2554,31,27.22,13,105.7,Tablet,Returning,Electronics,17,1
2555,30,9.61,6,45.16,Desktop,Returning,Home Goods,3,0
2556,42,0.81,28,47.24,Mobile,Returning,Electronics,1,0
2557,19,39.87,27,29.52,Desktop,New,Fashion,8,1
2558,52,29.48,5,74.79,Desktop,New,Electronics,7,1
2559,24,26.08,17,16.38,Mobile,Returning,Fashion,18,1
2560,38,40.61,7,78.88,Desktop,Returning,Fashion,5,1
2561,35,33.74,6,15.27,Desktop,New,Fashion,15,1
2562,20,6.92,2,5.28,Mobile,Returning,Fashion,7,0
2563,59,13.04,11,32.08,Tablet,New,Fashion,10,1
2564,56,4.04,7,21.03,Mobile,Returning,Home Goods,16,1
2565,58,4.17,22,175.85,Mobile,Returning,Fashion,2,0
2566,66,33.83,21,4.52,Mobile,Returning,Fashion,18,0
2567,28,58.68,8,15.55,Desktop,New,Fashion,15,0
2568,56,98.69,5,63.65,Mobile,Returning,Electronics,19,1
2569,41,29.69,27,52.48,Mobile,Returning,Home Goods,14,1
2570,63,6.1,18,3.75,Desktop,Returning,Fashion,2,0
2571,36,19.92,15,0.0,Unknown,New,Fashion,18,0
2572,21,50.28,16,354.28,Desktop,Returning,Electronics,9,1
2573,43,25.94,14,86.03,Desktop,Returning,Electronics,1,0
2574,55,28.89,12,36.38,Tablet,Returning,Fashion,16,0
2575,59,45.62,17,50.86,Desktop,Returning,Fashion,12,1
2576,49,19.92,15,0.0,Unknown,New,Electronics,12,0
2577,56,53.96,14,33.83,Mobile,New,Fashion,19,0
2578,62,1.74,6,83.77,Tablet,Returning,Home Goods,10,1
2579,63,41.29,15,171.52,Desktop,Returning,Fashion,5,1
2580,53,57.08,7,16.28,Mobile,New,Fashion,3,1
2581,57,10.11,14,146.79,Desktop,Returning,Home Goods,9,1
2582,54,30.69,18,10.37,Mobile,New,Home Goods,15,0
2583,50,11.31,1,19.36,Tablet,New,Fashion,14,0
2584,53,95.08,6,3.03,Tablet,Returning,Home Goods,11,1
2585,20,1.02,3,0.0,Tablet,Returning,Electronics,13,1
2586,26,26.01,5,199.41,Tablet,Returning,Fashion,7,1
2587,25,19.92,15,0.0,Unknown,New,Electronics,2,1
2588,50,37.37,11,6.47,Mobile,Returning,Fashion,3,0
2589,23,5.8,13,256.97,Desktop,Returning,Fashion,8,1
2590,58,8.05,16,168.95,Desktop,Returning,Fashion,1,1
2591,56,20.46,18,112.42,Tablet,Returning,Electronics,4,1
2592,21,73.89,17,216.81,Desktop,Returning,Home Goods,13,1
2593,30,7.14,17,19.89,Mobile,New,Fashion,14,1
2594,66,4.67,29,144.81,Desktop,Returning,Fashion,9,1
2595,19,42.69,11,93.69,Desktop,Returning,Electronics,3,1
2596,22,20.83,20,163.07,Mobile,Returning,Electronics,14,1
2597,61,72.84,10,127.53,Mobile,Returning,Home Goods,4,0
2598,44,4.76,29,34.03,Desktop,New,Fashion,17,1
2599,49,31.15,16,119.12,Mobile,Returning,Electronics,15,0
2600,38,7.95,2,24.35,Mobile,New,Fashion,12,0
2601,25,5.12,17,31.87,Mobile,New,Electronics,14,0
2602,55,34.51,22,9.13,Tablet,Returning,Fashion,19,1
2603,25,27.02,20,218.76,Desktop,Returning,Fashion,10,1
2604,67,42.17,10,27.51,Mobile,Returning,Electronics,5,0
2605,20,11.11,13,58.82,Desktop,New,Home Goods,17,1
2606,61,17.82,12,39.72,Desktop,Returning,Electronics,17,0
2607,20,15.6,15,257.37,Mobile,Returning,Home Goods,3,1
2608,39,124.22,7,32.64,Mobile,New,Fashion,16,0
2609,23,10.37,27,120.6,Desktop,New,Electronics,9,1
2610,19,10.48,22,154.71,Mobile,New,Electronics,17,1
2611,40,13.13,21,45.76,Desktop,Returning,Electronics,12,0
2612,61,24.94,26,38.01,Mobile,Returning,Home Goods,2,1
2613,19,8.72,28,110.19,Mobile,Returning,Home Goods,16,0
2614,55,74.06,13,195.25,Tablet,Returning,Electronics,6,0
2615,34,9.26,12,112.5,Mobile,Returning,Electronics,2,0
2616,52,67.85,12,20.61,Desktop,Returning,Home Goods,9,0
2617,51,3.28,28,175.36,Mobile,Returning,Fashion,5,1
2618,40,32.06,2,39.23,Mobile,Returning,Home Goods,18,0
2619,47,71.25,5,68.69,Mobile,Returning,Home Goods,18,1
2620,69,5.54,25,142.44,Mobile,Returning,Electronics,10,0
2621,25,103.57,25,16.7,Mobile,New,Electronics,10,1
2622,39,18.09,2,122.79,Mobile,New,Fashion,10,0
2623,61,87.41,23,72.54,Desktop,Returning,Fashion,18,1
2624,53,33.89,26,179.05,Desktop,New,Electronics,16,1
2625,22,10.77,20,15.1,Mobile,Returning,Fashion,6,1
2626,30,6.26,13,43.67,Tablet,Returning,Electronics,12,1
2627,46,10.86,29,143.11,Mobile,New,Home Goods,4,1
2628,48,2.93,3,1.55,Mobile,Returning,Fashion,16,0
2629,64,4.66,11,9.52,Desktop,Returning,Fashion,11,1
2630,33,3.32,16,373.07,Mobile,New,Electronics,1,1
2631,59,16.49,1,26.32,Mobile,Returning,Fashion,5,0
2632,47,47.63,19,296.87,Mobile,Returning,Electronics,17,1
2633,33,4.57,11,16.12,Desktop,New,Electronics,11,1
2634,29,19.92,15,0.0,Unknown,New,Fashion,14,0
2635,34,30.94,14,111.83,Mobile,New,Fashion,9,1
2636,33,6.59,9,85.78,Mobile,New,Home Goods,10,1
2637,29,3.08,7,69.61,Desktop,New,Fashion,4,1
2638,25,5.48,16,60.38,Desktop,Returning,Electronics,2,0
2639,37,77.2,3,148.35,Mobile,New,Home Goods,6,0
2640,20,51.69,29,21.42,Mobile,Returning,Home Goods,3,1
2641,33,13.11,19,46.74,Mobile,New,Fashion,13,0
2642,47,32.0,4,13.52,Desktop,Returning,Electronics,12,0
2643,62,23.12,7,72.5,Desktop,Returning,Electronics,18,1
2644,40,33.91,23,23.07,Mobile,Returning,Electronics,6,1
2645,45,34.43,28,32.5,Mobile,Returning,Home Goods,10,1
2646,68,29.73,12,50.98,Tablet,New,Electronics,6,1
2647,57,9.28,18,2.17,Desktop,Returning,Fashion,5,1
2648,22,1.19,28,7.72,Desktop,New,Electronics,15,0
2649,37,18.24,5,92.65,Mobile,New,Electronics,15,0
2650,57,66.49,23,44.83,Desktop,Returning,Electronics,12,1
2651,61,25.28,23,160.07,Desktop,Returning,Fashion,9,1
2652,18,53.58,22,94.91,Mobile,New,Fashion,13,1
2653,47,143.47,26,0.65,Tablet,Returning,Home Goods,16,0
2654,38,19.92,15,0.0,Unknown,New,Fashion,2,0
2655,37,35.31,12,7.87,Desktop,Returning,Fashion,17,1
2656,23,33.65,8,121.47,Desktop,New,Home Goods,9,1
2657,39,117.29,19,381.49,Mobile,New,Electronics,19,1
2658,35,127.22,15,60.61,Mobile,Returning,Fashion,6,0
2659,25,34.82,1,91.85,Mobile,New,Electronics,4,1
2660,56,19.92,15,0.0,Unknown,New,Electronics,15,1
2661,49,48.07,27,46.04,Mobile,Returning,Electronics,18,1
2662,50,3.4,18,155.09,Tablet,Returning,Home Goods,12,1
2663,33,45.52,18,14.66,Mobile,Returning,Fashion,12,0
2664,29,72.3,2,24.69,Desktop,Returning,Electronics,17,0
2665,55,14.48,5,47.17,Desktop,Returning,Fashion,7,0
2666,69,29.88,29,99.65,Desktop,Returning,Fashion,5,1
2667,51,16.87,1,37.71,Tablet,New,Electronics,12,0
2668,31,17.28,10,210.19,Tablet,Returning,Fashion,17,0
2669,53,11.15,20,7.94,Mobile,Returning,Electronics,2,0
2670,50,43.08,10,37.07,Mobile,Returning,Fashion,4,1
2671,40,82.55,5,98.74,Mobile,Returning,Fashion,2,1
2672,67,84.78,18,20.49,Desktop,Returning,Electronics,14,1
2673,62,5.76,21,85.47,Mobile,Returning,Electronics,14,1
2674,19,62.32,26,14.35,Desktop,Returning,Fashion,13,1
2675,58,40.12,15,4.61,Mobile,Returning,Home Goods,17,1
2676,38,8.74,20,10.32,Desktop,New,Fashion,17,1
2677,19,2.09,8,212.72,Desktop,New,Fashion,18,1
2678,44,9.36,17,64.19,Desktop,Returning,Fashion,3,0
2679,26,72.98,12,127.31,Desktop,Returning,Fashion,16,1
2680,18,30.09,21,32.36,Mobile,Returning,Fashion,19,0
2681,28,38.3,27,71.85,Mobile,New,Home Goods,6,1
2682,20,8.92,12,54.65,Desktop,New,Electronics,6,1
2683,69,38.12,26,233.11,Mobile,New,Fashion,18,1
2684,40,0.86,1,110.13,Tablet,Returning,Home Goods,9,1
2685,43,14.12,26,104.91,Tablet,New,Fashion,18,1
2686,21,29.57,26,3.8,Desktop,New,Fashion,6,0
2687,35,4.74,4,63.82,Mobile,Returning,Fashion,9,0
2688,23,51.95,8,50.34,Desktop,Returning,Fashion,18,1
2689,52,8.04,1,210.31,Mobile,New,Electronics,16,0
2690,39,19.92,27,0.0,Mobile,Returning,Fashion,13,0
2691,60,15.59,15,25.16,Mobile,Returning,Electronics,11,0
2692,32,27.19,18,42.39,Mobile,Returning,Electronics,8,1
2693,39,3.41,1,22.31,Mobile,Returning,Home Goods,17,0
2694,54,0.51,11,11.07,Mobile,Returning,Electronics,9,0
2695,69,72.09,23,155.83,Tablet,New,Fashion,6,1
2696,59,9.43,2,65.37,Mobile,New,Fashion,1,0
2697,29,19.92,15,0.0,Tablet,Returning,Electronics,1,1
2698,64,220.17,12,142.29,Mobile,Returning,Fashion,13,0
2699,66,7.13,16,26.51,Mobile,Returning,Fashion,7,0
2700,59,9.24,22,63.48,Desktop,New,Electronics,10,1
2701,55,32.62,22,6.95,Desktop,Returning,Fashion,18,1
2702,35,100.96,10,197.45,Mobile,New,Home Goods,6,1
2703,62,74.24,18,41.44,Mobile,Returning,Fashion,13,1
2704,52,20.97,15,40.03,Mobile,New,Home Goods,5,1
2705,47,47.56,17,28.85,Mobile,Returning,Home Goods,15,1
2706,41,4.38,10,49.39,Desktop,New,Fashion,12,1
2707,59,113.74,3,23.2,Desktop,New,Electronics,11,0
2708,47,19.92,26,0.0,Mobile,New,Electronics,8,1
2709,31,5.36,21,128.73,Tablet,Returning,Electronics,5,0
2710,23,10.68,16,143.78,Mobile,New,Electronics,8,1
2711,20,3.17,6,29.01,Desktop,Returning,Electronics,5,0
2712,33,9.51,3,50.64,Desktop,Returning,Fashion,10,0
2713,24,50.78,9,165.6,Tablet,Returning,Fashion,15,1
2714,69,14.26,11,4.33,Mobile,New,Home Goods,6,0
2715,31,2.78,21,175.96,Desktop,Returning,Fashion,18,0
2716,26,12.57,13,19.79,Mobile,Returning,Fashion,3,0
2717,32,119.51,18,90.79,Desktop,Returning,Fashion,9,1
2718,38,29.8,26,69.89,Mobile,Returning,Home Goods,10,1
2719,52,16.14,22,64.41,Mobile,Returning,Electronics,7,1
2720,19,5.47,28,156.92,Tablet,Returning,Home Goods,19,1
2721,44,128.44,24,8.57,Mobile,Returning,Home Goods,2,0
2722,19,51.59,27,34.1,Tablet,Returning,Home Goods,8,1
2723,52,9.92,22,61.82,Tablet,New,Electronics,7,1
2724,35,2.18,4,133.4,Desktop,New,Fashion,5,1
2725,31,1.75,22,19.51,Mobile,New,Fashion,4,1
2726,37,3.85,24,129.94,Mobile,New,Electronics,11,1
2727,35,26.08,8,40.82,Tablet,Returning,Fashion,10,1
2728,27,79.25,13,0.0,Mobile,Returning,Electronics,1,1
2729,42,20.6,10,113.83,Desktop,New,Electronics,4,1
2730,19,55.53,2,7.62,Desktop,Returning,Electronics,6,0
2731,42,17.71,8,57.85,Tablet,New,Fashion,18,1
2732,50,36.99,6,5.28,Desktop,Returning,Fashion,13,0
2733,53,39.49,16,35.26,Desktop,Returning,Electronics,13,1
2734,48,5.73,18,73.52,Mobile,New,Fashion,1,0
2735,31,13.45,17,64.98,Mobile,Returning,Electronics,4,1
2736,18,30.43,6,41.49,Mobile,New,Electronics,4,0
2737,63,2.2,13,44.84,Tablet,Returning,Home Goods,18,0
2738,33,13.46,23,20.57,Desktop,Returning,Home Goods,18,0
2739,63,22.96,14,48.69,Desktop,New,Electronics,18,0
2740,69,167.38,26,245.04,Desktop,Returning,Electronics,15,1
2741,20,19.3,21,152.01,Desktop,New,Fashion,18,0
2742,52,50.79,10,12.55,Mobile,New,Fashion,15,0
2743,58,16.97,24,2.42,Mobile,Returning,Electronics,17,0
2744,23,47.75,11,216.87,Mobile,Returning,Electronics,5,1
2745,42,27.15,13,59.85,Desktop,Returning,Electronics,11,1
2746,30,65.3,12,61.75,Mobile,Returning,Fashion,16,1
2747,51,15.88,9,121.39,Desktop,Returning,Home Goods,2,0
2748,25,27.81,4,30.23,Desktop,New,Fashion,17,0
2749,38,29.83,7,52.61,Mobile,Returning,Home Goods,1,1
2750,51,16.21,24,277.04,Mobile,Returning,Electronics,18,0
2751,21,4.68,29,89.22,Mobile,Returning,Fashion,17,0
2752,42,2.95,22,13.35,Mobile,New,Fashion,18,0
2753,32,0.5,2,11.44,Desktop,Returning,Fashion,19,1
2754,21,62.03,7,18.28,Mobile,Returning,Home Goods,5,1
2755,62,19.92,29,0.0,Desktop,Returning,Home Goods,13,1
2756,29,7.13,9,28.01,Desktop,Returning,Electronics,6,0
2757,49,39.96,5,1.73,Mobile,New,Electronics,13,1
2758,49,11.57,15,230.84,Desktop,Returning,Electronics,18,1
2759,45,21.16,18,14.88,Desktop,Returning,Electronics,4,1
2760,30,5.32,4,0.77,Desktop,Returning,Electronics,9,0
2761,48,96.38,19,21.65,Mobile,New,Fashion,3,1
2762,31,57.23,20,21.43,Mobile,Returning,Home Goods,8,1
2763,37,59.81,26,43.86,Mobile,Returning,Electronics,13,0
2764,35,15.67,7,202.45,Mobile,New,Fashion,11,1
2765,46,43.11,26,169.08,Desktop,New,Home Goods,10,1
2766,23,4.66,8,48.84,Desktop,Returning,Electronics,11,0
2767,49,0.26,17,42.33,Tablet,Returning,Fashion,3,0
2768,46,19.92,13,0.0,Mobile,New,Fashion,14,1
2769,60,26.5,24,22.32,Mobile,New,Electronics,14,1
2770,19,18.23,21,4.29,Desktop,New,Home Goods,19,1
2771,40,21.9,28,224.05,Mobile,New,Home Goods,4,1
2772,36,0.22,23,16.53,Mobile,Returning,Electronics,1,1
2773,48,16.48,11,17.69,Desktop,New,Fashion,2,0
2774,68,37.98,27,51.16,Mobile,New,Fashion,6,1
2775,22,17.54,1,54.12,Desktop,Returning,Fashion,13,1
2776,36,39.53,2,1.49,Mobile,New,Home Goods,14,0
2777,51,7.96,17,12.81,Desktop,Returning,Home Goods,1,0
2778,27,50.32,5,38.01,Desktop,Returning,Fashion,8,0
2779,42,26.63,6,92.09,Mobile,Returning,Home Goods,18,1
2780,19,7.1,26,20.75,Tablet,Returning,Electronics,14,0
2781,28,8.1,25,44.0,Desktop,Returning,Fashion,2,0
2782,67,29.67,24,65.2,Tablet,New,Electronics,12,1
2783,48,53.15,7,175.56,Mobile,Returning,Home Goods,1,0
2784,32,16.12,28,31.57,Desktop,Returning,Fashion,15,0
2785,26,8.96,21,11.47,Mobile,New,Home Goods,11,0
2786,40,60.52,15,53.75,Desktop,Returning,Fashion,18,0
2787,36,33.19,19,109.86,Desktop,Returning,Fashion,17,1
2788,26,17.83,16,9.31,Mobile,New,Fashion,3,0
2789,52,20.08,25,44.23,Tablet,Returning,Home Goods,15,1
2790,38,6.85,13,1.44,Mobile,Returning,Electronics,13,1
2791,26,29.57,5,2.73,Mobile,Returning,Home Goods,3,1
2792,45,13.33,3,52.77,Desktop,Returning,Electronics,13,1
2793,63,163.09,3,28.33,Desktop,Returning,Electronics,9,1
2794,68,19.63,19,149.2,Mobile,New,Home Goods,10,1
2795,24,19.96,14,73.74,Mobile,New,Electronics,1,0
2796,33,25.03,16,48.4,Tablet,New,Home Goods,2,0
2797,33,74.58,22,41.93,Desktop,Returning,Fashion,14,0
2798,50,48.41,17,55.01,Mobile,Returning,Electronics,5,1
2799,21,18.0,27,3.3,Mobile,Returning,Electronics,10,1
2800,21,38.05,4,178.64,Tablet,Returning,Home Goods,19,1
2801,56,26.47,13,510.32,Desktop,Returning,Fashion,8,1
2802,57,19.92,15,0.0,Unknown,New,Electronics,13,0
2803,34,6.41,19,10.26,Mobile,New,Electronics,9,1
2804,54,18.71,5,12.4,Desktop,Returning,Fashion,18,0
2805,56,19.92,15,0.0,Desktop,Returning,Fashion,4,1
2806,69,19.92,15,0.0,Mobile,Returning,Fashion,8,1
2807,46,12.26,2,150.67,Desktop,New,Home Goods,5,0
2808,69,91.26,11,111.49,Desktop,Returning,Electronics,6,0
2809,53,22.85,13,47.78,Mobile,Returning,Fashion,5,0
2810,55,29.95,23,75.92,Desktop,New,Home Goods,1,1
2811,56,23.49,10,93.25,Desktop,New,Fashion,19,0
2812,67,4.16,3,57.52,Tablet,New,Electronics,4,0
2813,54,14.14,5,51.65,Desktop,Returning,Home Goods,1,0
2814,69,3.13,3,82.87,Mobile,New,Home Goods,19,0
2815,52,29.26,6,65.22,Mobile,Returning,Fashion,4,1
2816,24,17.77,13,82.61,Desktop,Returning,Electronics,14,0
2817,44,45.15,10,75.92,Mobile,Returning,Electronics,14,1
2818,45,7.47,19,101.61,Mobile,Returning,Home Goods,9,1
2819,39,5.39,8,82.36,Desktop,New,Electronics,19,1
2820,31,19.92,15,0.0,Unknown,New,Home Goods,11,0
2821,24,78.35,3,91.61,Desktop,New,Fashion,16,0
2822,54,37.18,24,47.75,Mobile,Returning,Electronics,19,0
2823,39,16.29,24,22.13,Mobile,New,Electronics,4,0
2824,22,21.85,17,0.11,Tablet,Returning,Electronics,9,1
2825,19,2.64,8,65.67,Desktop,Returning,Electronics,17,0
2826,44,125.15,10,71.46,Desktop,Returning,Home Goods,15,1
2827,38,32.94,2,286.18,Desktop,Returning,Home Goods,8,1
2828,55,10.08,12,35.89,Desktop,New,Fashion,13,1
2829,32,26.44,23,40.09,Desktop,New,Home Goods,1,1
